instance,problem,config_id,candidate,adaptive_constraints,hypergraph_init,sa_schedule,classic_final_temperature_ratio,initialization_mode,seed,code_hash,data_hash,config_hash,max_evaluations,time_limit,restarts,dead_space_ratio_target,rho_target,outline_side,placement_width,placement_height,boundary_overflow,status,legal,W,H,area,module_area,deadspace,dead_space_ratio,rho,HPWL,first_feasible_evaluation,first_feasible_time,runtime,evaluations,proposals,accepted,restarts_completed,restart_initial_hpwl,restart_initial_legal,restart_initial_signatures,restart_init_seeds,restart_search_seeds,best_initial_hpwl,improvement_from_initial,formal_audit_match,error,layout_path,log_path
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1101,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,291762.0,1,0.005176199832931161,155.74951129988767,30000,29596,17259,4,"[291762.0, 294726.5, 298177.5, 292652.5]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[15069214044583154960, 3989856694912824944, 2661509736150278289, 13834970906742651052]","[7499492599415362935, 2905780122230859315, 10350694108856852764, 11030909774765187555]",291762.0,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1101/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1101/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1102,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,290067.5,1,0.00542310019955039,151.57124280021526,30000,29596,17615,4,"[290067.5, 290835.5, 293515.0, 305640.0]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[6772410899119475373, 11107198365752776242, 9563781016226826757, 3598379208219332329]","[12085470825373981219, 18221073237232679131, 7769493396683530037, 16254012149767843311]",290067.5,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1102/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1102/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1103,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,290815.5,1,0.0067807999439537525,147.34241089993156,30000,29596,17488,4,"[300808.5, 290815.5, 296564.5, 296634.5]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[12135215945207102569, 15582561335276523630, 12338567117090067192, 3079492529622617869]","[12657997934566651133, 2631414084271606225, 1463344780772596590, 18066826565992590072]",290815.5,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1103/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1103/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1104,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,289736.0,1,0.005385800031945109,144.84435759996995,30000,29596,17352,4,"[292943.0, 303132.0, 289736.0, 298150.5]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[5519385485891232435, 4864571086218942634, 18276767836643092281, 4768866369821581552]","[6087709846526722299, 17227049235790470926, 1317835604253261287, 10834731220969881501]",289736.0,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1104/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1104/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1105,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,288250.0,1,0.005888400133699179,146.52670290018432,30000,29596,17543,4,"[294346.0, 288250.0, 297221.0, 298383.5]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[405473958593186434, 16874933272829122521, 12030560686494230337, 9301649008460727160]","[5085224176280697767, 91998135572132959, 12211170323642779300, 15889052163971399644]",288250.0,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1105/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1105/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1106,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,291811.5,1,0.005579599877819419,146.4803512999788,30000,29596,17461,4,"[297411.0, 291811.5, 296162.0, 294189.5]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[7531608713258261741, 14175965719959765116, 11186411957387332916, 2094743275900435287]","[1112939384894698400, 8673524654106791277, 283466818900148146, 1601807055975328195]",291811.5,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1106/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1106/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1107,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,291219.5,1,0.0055674000177532434,150.15668020001613,30000,29596,17371,4,"[291219.5, 298079.5, 297631.0, 293402.5]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[14136875571908800499, 5819213464168150010, 2951595777471514202, 47246985610898909]","[2578418112670833939, 9697604276939390585, 7576983910782932464, 16465228707412904278]",291219.5,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1107/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1107/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1108,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,294538.5,1,0.005429399898275733,147.54248730000108,30000,29596,17390,4,"[295033.0, 296122.5, 294538.5, 299117.5]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[13984684975940408541, 5317212249743817180, 12807164390642453039, 2884238519002044187]","[11741702813382626205, 18284123928148922442, 10436706967202108056, 1454857174531735360]",294538.5,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1108/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1108/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1109,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,291266.0,1,0.005305799888446927,139.92594999982975,30000,29596,17488,4,"[301338.5, 298916.0, 294631.0, 291266.0]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[1460689014343907338, 1415333443466120813, 16110481434240505499, 12942583163764011431]","[8904290773028351551, 9953157798439155850, 402824019859694375, 12413799216029360491]",291266.0,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1109/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1109/events.jsonl
n100,Q2,P0-GROUND,Q2-SP,False,False,classic,0.001,shelf,1110,5182e532feca7ba4337692b112b06f181d6f79ee85596eacf83c9109b14fb709,6be0918f672ac3bbdf8300aaeddedf4f348a2b1a1ea74f5975cc084ba0b2ec13,b4e9c046a28d9fa5da81c71344c61710653c902f72dda0acf23a769324dcee06,30000,180.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,success,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,291754.5,1,0.005817099940031767,138.1661191000603,30000,29596,17815,4,"[294894.5, 295691.5, 292737.5, 291754.5]","[True, True, True, True]","['9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9', '9ef784d7785347c1eccbd8460c47aababb204aeb58104bd2b394b2bca2d545b9']","[3788695661504671989, 3962030390388774, 14420903303783813831, 9862168214007483461]","[11490552934286420016, 7318124843874173039, 7889677405720425377, 4649626709178159914]",291754.5,0.0,True,,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1110/layout.json,outputs/q2/_runtime/v2_n100_repaired_fix2/P0-GROUND/n100/P0-GROUND/seed_1110/events.jsonl
