instance,problem,config_id,candidate,adaptive_constraints,hypergraph_init,seed,code_hash,config_hash,max_evaluations,time_limit,restarts,dead_space_ratio_target,rho_target,outline_side,placement_width,placement_height,boundary_overflow,status,legal,W,H,area,module_area,deadspace,dead_space_ratio,rho,HPWL,first_feasible_evaluation,first_feasible_time,runtime,evaluations,proposals,accepted,restarts_completed,formal_audit_match,error,layout_path,log_path
n100,Q2,P0,Q2-SP,False,False,2101,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,454.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,296924.5,1,0.004016700004285667,60.000743800002965,20536,20233,2502,3,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2101/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2101/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2102,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.0033486999964225106,60.000746400000935,20494,20191,3073,3,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2102/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2102/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2103,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.003508200003125239,60.00035560000106,21039,20736,2864,3,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2103/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2103/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2104,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.003431299999647308,60.00021829999605,21077,20774,3016,3,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2104/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2104/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2105,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.0032109000021591783,60.00220160000026,20836,20533,3006,3,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2105/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2105/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2106,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.003583400000934489,60.00337379999837,15395,15092,2223,3,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2106/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2106/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2107,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.005469900002935901,60.00356670000474,14127,13925,2174,2,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2107/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2107/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2108,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.005420400004368275,60.00367660000484,14150,13948,2118,2,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2108/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2108/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2109,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.005932100000791252,60.00172210000164,14560,14358,1958,2,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2109/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2109/events.jsonl
n100,Q2,P0,Q2-SP,False,False,2110,fac6f6f1cd9dc87cfcf4b3a2aa7efd2f72b589c68f28562029218338dd395f4e,e16d93578731e44f72243cdc5aa56ede28ca975f37a1859a2ce0bfc18b9cd4d4,30000,60.0,4,0.15,0.13043478260869565,454.3414464915126,454.0,428.0,0.0,timeout,True,454.3414464915126,454.3414464915126,206426.15000000002,179501.0,26925.150000000023,0.15000000000000013,0.13043478260869576,297261.0,1,0.004774799999722745,60.000203100004,17892,17589,2471,3,True,,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2110/layout.json,outputs/q2/_runtime/v2_n100_p0_current/n100/Q2-SP/seed_2110/events.jsonl
