config_id,candidate,runs,legal_runs,status_success,status_timeout,status_no_feasible,status_crash,best_HPWL,median_HPWL,median_evaluations,best_layout_path
P1,Q2-BT,10,10,10,0,0,0,246188.5,254170.25,30000.0,outputs/q2/_runtime/v2_n100_repaired_fix2/P1/n100/P1/seed_1104/layout.json
