problem,instance,config_id,seed,status,legal,formal_audit_match,area,aspect_ratio,HPWL,first_feasible_time,evaluations,runtime_seconds,evaluations_per_second,layout_path
Q1,n200,Q1-BT,2209,timeout,True,True,200560.0,4.220183486238532,0,,65013,180.0009546000001,361.1814178678803,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2209/layout.json
Q1,n200,Q1-BT,2210,timeout,True,True,197439.0,5.300518134715026,0,,66338,180.0001790999995,368.5440777430881,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2210/layout.json
Q1,n200,Q1-BT,2211,timeout,True,True,194555.0,3.5836909871244633,0,,65029,180.00195209999947,361.2683042674635,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2211/layout.json
Q1,n200,Q1-BT,2212,timeout,True,True,200013.0,4.578947368421052,0,,65102,180.00156679999964,361.6746296010582,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2212/layout.json
Q1,n200,Q1-BT,2213,timeout,True,True,200090.0,4.369158878504673,0,,65418,180.00076420000005,363.4317903634766,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2213/layout.json
Q1,n200,Q1-BT,2214,timeout,True,True,201465.0,5.886486486486486,0,,66436,180.00309600000037,369.08254066918863,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2214/layout.json
Q1,n200,Q1-BT,2215,timeout,True,True,196911.0,4.031674208144796,0,,65187,180.00076869999975,362.14845342491077,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2215/layout.json
Q1,n200,Q1-BT,2216,timeout,True,True,201136.0,4.649038461538462,0,,66006,180.0017745999994,366.6963847810877,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2216/layout.json
Q1,n200,Q1-BT,2217,timeout,True,True,199688.0,3.8078602620087336,0,,63406,180.00163350000003,352.2523588653988,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2217/layout.json
Q1,n200,Q1-BT,2218,timeout,True,True,200239.0,4.497630331753554,0,,65735,180.0003261999991,365.19378263215793,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2218/layout.json
Q1,n200,Q1-BT,2219,timeout,True,True,202383.0,5.110552763819095,0,,65665,180.00127040000007,364.80298085718385,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2219/layout.json
Q1,n200,Q1-BT,2220,timeout,True,True,199626.0,5.304123711340206,0,,66592,180.00152349999917,369.95242431934366,outputs/q1/_runtime/v3_n200/n200/Q1-BT/seed_2220/layout.json
Q1,n300,Q1-G,3301,success,True,True,439680.0,190.83333333333334,0,,1,147.61122430000023,0.0067745525771646786,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3301/layout.json
Q1,n300,Q1-G,3302,success,True,True,439680.0,190.83333333333334,0,,1,148.379273,0.006739485777100417,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3302/layout.json
Q1,n300,Q1-G,3303,success,True,True,439680.0,190.83333333333334,0,,1,148.67217449999998,0.0067262082051540864,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3303/layout.json
Q1,n300,Q1-G,3304,success,True,True,439680.0,190.83333333333334,0,,1,149.35768050000024,0.0066953369699658555,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3304/layout.json
Q1,n300,Q1-G,3305,success,True,True,439680.0,190.83333333333334,0,,1,148.89415199999985,0.006716180498479222,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3305/layout.json
Q1,n300,Q1-G,3306,success,True,True,439680.0,190.83333333333334,0,,1,147.32345600000008,0.006787785374787837,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3306/layout.json
Q1,n300,Q1-G,3307,success,True,True,439680.0,190.83333333333334,0,,1,148.88104909999993,0.00671677158406053,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3307/layout.json
Q1,n300,Q1-G,3308,success,True,True,439680.0,190.83333333333334,0,,1,146.96885770000017,0.006804162566475461,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3308/layout.json
Q1,n300,Q1-G,3309,success,True,True,439680.0,190.83333333333334,0,,1,156.88744339999994,0.006373996403589813,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3309/layout.json
Q1,n300,Q1-G,3310,success,True,True,439680.0,190.83333333333334,0,,1,160.3156686000002,0.006237693475209065,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3310/layout.json
Q1,n300,Q1-G,3311,success,True,True,439680.0,190.83333333333334,0,,1,160.05842200000006,0.0062477187236045575,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3311/layout.json
Q1,n300,Q1-G,3312,success,True,True,439680.0,190.83333333333334,0,,1,159.3253939000001,0.006276463378007687,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3312/layout.json
Q1,n300,Q1-G,3313,success,True,True,439680.0,190.83333333333334,0,,1,157.74780810000038,0.006339232297706947,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3313/layout.json
Q1,n300,Q1-G,3314,success,True,True,439680.0,190.83333333333334,0,,1,157.06852490000028,0.006366647936858533,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3314/layout.json
Q1,n300,Q1-G,3315,success,True,True,439680.0,190.83333333333334,0,,1,166.78200049999987,0.005995850853222022,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3315/layout.json
Q1,n300,Q1-G,3316,success,True,True,439680.0,190.83333333333334,0,,1,160.17555989999983,0.006243149707884999,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3316/layout.json
Q1,n300,Q1-G,3317,success,True,True,439680.0,190.83333333333334,0,,1,152.51592140000002,0.006556692513284058,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3317/layout.json
Q1,n300,Q1-G,3318,success,True,True,439680.0,190.83333333333334,0,,1,152.43528190000006,0.00656016105678222,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3318/layout.json
Q1,n300,Q1-G,3319,success,True,True,439680.0,190.83333333333334,0,,1,151.2052510999997,0.006613526929290631,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3319/layout.json
Q1,n300,Q1-G,3320,success,True,True,439680.0,190.83333333333334,0,,1,151.4405200000001,0.006603252550902488,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3320/layout.json
Q1,n300,Q1-G,3321,success,True,True,439680.0,190.83333333333334,0,,1,152.1227583,0.006573638364010654,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3321/layout.json
Q1,n300,Q1-G,3322,success,True,True,439680.0,190.83333333333334,0,,1,151.83841090000033,0.006585948799599811,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3322/layout.json
Q1,n300,Q1-G,3323,success,True,True,439680.0,190.83333333333334,0,,1,153.6960785000001,0.006506346874686196,outputs/q1/_runtime/v3_n300_holdout/n300/Q1-G/seed_3323/layout.json
