route,status,complete,legal,formal_audit_match,area,W,H,module_area,deadspace,lower_bound,upper_bound,containers_total,containers_checked,placements_tested,runtime,evaluations,gap,code_hash,config_hash,command,layout_path,error,exit_code
exact,optimal,True,True,True,24,4,6,24,0,24,24,14,1,741,0.006014300000970252,,0.0,5f9b461b33e142f399a717c9fab309c0667da57a09af8d86efec389274550b02,ca80f5194d869afed11bf35b4457d347690c684f336ae009ee258190d2661dea,D:\Anaconda\envs\CA-py310\python.exe -B -m src.Q4 exact --upper-area 36 --time-limit 300 --output outputs/q4/_runtime/v2/exact/result.json,outputs/q4/_runtime/v2/exact/result.json,,
