phase,dead_space_ratio,outline_side,cold_success_rate,robust,layout_path,seed,mode,status,legal,HPWL,runtime,evaluations,proposals,accepted,restarts_completed,first_feasible_evaluation,first_feasible_time,formal_audit_match,error
threshold,0.0375,431.54639090137226,0.0,False,,1106,cold,no_feasible,False,296738.5,60.00119959999574,22477,22174,3871,3,,,True,
threshold,0.0375,431.54639090137226,0.0,False,,1107,cold,no_feasible,False,305708.5,60.00138639999204,22207,21904,3513,3,,,True,
threshold,0.0375,431.54639090137226,0.0,False,,1108,cold,no_feasible,False,306330.0,60.00157949999266,22414,22111,3362,3,,,True,
threshold,0.0375,431.54639090137226,0.0,False,,1109,cold,no_feasible,False,307616.5,60.000611099996604,22385,22082,3509,3,,,True,
threshold,0.0375,431.54639090137226,0.0,False,,1110,cold,no_feasible,False,295502.0,60.00008820000221,22220,21917,3390,3,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1101,warm,no_feasible,False,245964.0,60.00183929999184,26033,25629,3554,4,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1101,cold,no_feasible,False,309076.0,60.000473299995065,21015,20712,3404,3,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1102,cold,no_feasible,False,317016.5,60.001262799996766,21143,20840,3260,3,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1103,cold,no_feasible,False,299446.0,60.002335199998925,21099,20796,3729,3,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1104,cold,no_feasible,False,315910.0,60.00178120000055,21308,21005,3216,3,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1105,cold,no_feasible,False,306199.0,60.00184710000758,21277,20974,3445,3,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1106,cold,no_feasible,False,302953.0,60.00208729998849,22706,22302,3648,4,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1107,cold,no_feasible,False,311030.5,60.000293899996905,22452,22149,3712,3,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1108,cold,no_feasible,False,313337.5,60.00060460000532,22146,21843,3450,3,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1109,cold,no_feasible,False,318614.0,60.00074400000449,22720,22316,3784,4,,,True,
threshold,0.05625,435.4284456142019,0.0,False,,1110,cold,no_feasible,False,302003.5,60.00015190000704,22511,22197,3740,4,,,True,
threshold,0.065625,437.3565514828834,1.0,True,,1101,warm,timeout,True,262820.5,60.00078719999874,26652,26248,1772,4,7501,16.879539500005194,True,
threshold,0.065625,437.3565514828834,1.0,True,,1101,cold,timeout,True,262820.5,60.003904400000465,23031,22627,1369,4,1,0.022211400006199256,True,
threshold,0.065625,437.3565514828834,1.0,True,,1102,cold,timeout,True,253665.5,60.00152469999739,22637,22233,1432,4,1,0.025535799999488518,True,
threshold,0.065625,437.3565514828834,1.0,True,,1103,cold,timeout,True,253546.5,60.00090660000569,22972,22568,1182,4,1,0.020382600006996654,True,
threshold,0.065625,437.3565514828834,1.0,True,,1104,cold,timeout,True,262875.0,60.00177380000241,23067,22663,1410,4,1,0.018544499995186925,True,
threshold,0.065625,437.3565514828834,1.0,True,,1105,cold,timeout,True,262747.5,60.00124169999617,22976,22572,1650,4,1,0.02105949999531731,True,
threshold,0.065625,437.3565514828834,1.0,True,,1106,cold,timeout,True,262820.5,60.0017216999986,22892,22488,1362,4,1,0.02247959999658633,True,
threshold,0.065625,437.3565514828834,1.0,True,,1107,cold,timeout,True,250576.5,60.00146239998867,23111,22707,1060,4,1,0.02031419999548234,True,
